Company Number,Paper Filed,Last Statement URL
11827924,False,https://document-api.company-information.service.gov.uk/document/DeRUoDiUvtJ-wrKX2wsGH2_AoeIcyrqG2R-TPCZTn1w
07766163,False,https://document-api.company-information.service.gov.uk/document/HlRBV_VcDW5ATI6DyzkpAUVmwxBFf0_H6UGa9FPsUDU
14594279,True,https://document-api.company-information.service.gov.uk/document/y6cA0S_ZfUhvQiB_npUTmk5iz0DKNpgcz5tz0NwipsE
08477611,True,https://document-api.company-information.service.gov.uk/document/JFr4qZkGjBho9UNVpoOpOjixpi5N2pH13ShQlD6z0rc
11594581,True,https://document-api.company-information.service.gov.uk/document/CsA4wn5SegPgZxnu7-ofcnonDpiUXU_VuPIYHMkH510
09964449,False,https://document-api.company-information.service.gov.uk/document/6USrmPQ_rjlXzfyF1jkKLWp1vmqxa-BFBJpysBz7VLI
11594592,True,https://document-api.company-information.service.gov.uk/document/eQJF3p8Ok-cUO3Q0mVhQkpgjml9abMJKmGhkShpfzYI
07401699,True,https://document-api.company-information.service.gov.uk/document/W_agTusuhQCOa0yz_0_8vJnVHmDWNqxxnJ0_T0fStkg
SC312216,True,https://document-api.company-information.service.gov.uk/document/bEu3e6ndpPIbqxAgNRzZ_jH4xZ6QMvNdBejcOUgTIuQ
SC312226,True,https://document-api.company-information.service.gov.uk/document/oOe2zPIMhns_1XILwMBRrLF2LcanxpK4FvpReiss_bQ
SC312223,True,https://document-api.company-information.service.gov.uk/document/TUBkbeeGGzvh1pIwPTlD0cIh0KpV7PZRVe6V87rolMs
SC312220,True,https://document-api.company-information.service.gov.uk/document/SvYPziwYKGOiLXJIoGaJBW0p1Ew9D8_z-Yoq-hHdYyc
OC356762,True,https://document-api.company-information.service.gov.uk/document/AHn86rnf9vWB3KwOLfIS241JyhU2zP4zuqcl9oiUxho
07934188,True,https://document-api.company-information.service.gov.uk/document/OXvdTODRh3b9fHlj_SBvyjkZjgketyk9ILhRO3hp4x8
08064685,True,https://document-api.company-information.service.gov.uk/document/OmQ2rlEAHiTle_Z6UcftzyfPWf1OZo9DhT7le9Bp5Ok
07912929,True,https://document-api.company-information.service.gov.uk/document/4VOU-c4DVECm2FKBtGG1fPzci8LR18165vaSeFsqpwU
10411015,True,https://document-api.company-information.service.gov.uk/document/D6hZXFLrOVeRKHv1NN22QPLSKr8a3ijT0Do_ygKbkqw
09039011,True,https://document-api.company-information.service.gov.uk/document/IdoaDyCOrzX48sHlawOOvBScoYUfa5AnPOP357bowPM
06366153,False,https://document-api.company-information.service.gov.uk/document/J_wKfsFLJZJAUNAZHzLTOxa0G55-PjmuBT69u_j2XGs
12930826,True,https://document-api.company-information.service.gov.uk/document/IF4_38WIFt3btX2quklO6GWY8m81dMvYxQquoagyrF4
12372218,True,https://document-api.company-information.service.gov.uk/document/3IeExkfh_bSWRN2eASncwNm8721lchk294Ll8mlXZEw
08606239,True,https://document-api.company-information.service.gov.uk/document/q1YZaXwlJOwjtveHBj7GRdV-4D3BtX17MKQKXR8hvVA
07280293,True,https://document-api.company-information.service.gov.uk/document/ldwKvROyXeG2JYBFBt9LdNLWw4z9XamCmgRubf2453k
12371923,True,https://document-api.company-information.service.gov.uk/document/I7r3Uxw_rBq5n_y_xYTJdlDjdt7VcjM_N4QbMDDqQZ8
12372165,True,https://document-api.company-information.service.gov.uk/document/vFeizW3ZVkNbPKpgbgP5kKBQmFHGirUNd6b3YICObwI
12372169,True,https://document-api.company-information.service.gov.uk/document/as9IoR_737tDKgVgB-ySHHrK25aPoLXwuvVJSVuwT0I
11594223,True,https://document-api.company-information.service.gov.uk/document/3LD8hhasDKfnGMkruZkN2ycNBXsVfX0uOwl2Iug3Cr0
06325712,False,https://document-api.company-information.service.gov.uk/document/k1shXyD1hbUf7GNQQnj41LCeSbCCpSjMg6YYHEHqig4
10298457,False,https://document-api.company-information.service.gov.uk/document/8ZkzWhBVxaGFu7Gq8PpIc75wg4N2xJPx70WEc6TJjF0
10495899,False,https://document-api.company-information.service.gov.uk/document/43HzxvxwRAapXE5mjYBAdoXJ7crfMP9bAPtaUtadvXU
10065210,False,https://document-api.company-information.service.gov.uk/document/ONGGWztwAKjtJRYI8nSnNB6LncPVvMc59EM2O4lihkY
09055646,True,https://document-api.company-information.service.gov.uk/document/tSYx6fBPLC4rHD8kYX7Md5EfHz_6TBTZDr7k4S3-fEo
10533888,True,https://document-api.company-information.service.gov.uk/document/ziC-ucLSD-s1Mo7q5Kv5vvKOYh4OU29Y6Dommjzv-sM
04056337,False,https://document-api.company-information.service.gov.uk/document/eJSph8uYw4Nz6QOmIL9W7hhclDa7jCvBWjEeJ6hGoYY
11166046,False,https://document-api.company-information.service.gov.uk/document/GpMh3xOH8E4iTgHDkz_eECwQfMfqcRkhnh9dkP7R7Ps
10980684,True,https://document-api.company-information.service.gov.uk/document/yVwDrRV7adthBr8Mu337rAArRobaWn1TffP7jpS9MFo
10927582,True,https://document-api.company-information.service.gov.uk/document/-bbjm-oRBZx1K495sknmKCuVnobflrrWzUeHF0liNzI
SC585833,True,https://document-api.company-information.service.gov.uk/document/GBhfA5E6PJq73l5idjFV7Otkejskm7LVReTmtaFpsTg
11506111,True,https://document-api.company-information.service.gov.uk/document/8gze-If6i_T_lR1GxBEhX743MqwqoS7lKvzGSpmj0FU
06462732,False,https://document-api.company-information.service.gov.uk/document/_7F_-gVb33XrCMamRF4rh97fuexruzLpAXVjJS2e1mg
05306504,True,https://document-api.company-information.service.gov.uk/document/S7zdVUN47jQ3rbb_YFt3rUS7r8dEYljcz35AKYIc8sQ
SC178923,True,https://document-api.company-information.service.gov.uk/document/txWC4Uj9sklbkPtlv6Zc91j4SNLZngntfcppUr4fvBU
09881589,True,https://document-api.company-information.service.gov.uk/document/gf-jVj_2qwZV67MCmTQDI0BYHnM6UaJBhw40AmVEsN8
02072531,True,https://document-api.company-information.service.gov.uk/document/XRPs0P6o5yy46JCzqt6haKn9hWLYz8wmA09E4htj_sc
13158090,True,https://document-api.company-information.service.gov.uk/document/FRVwYeBpIS9_HT-_vsKlEKZhQYzwmG8fM5sOFfW-fos
06239783,True,https://document-api.company-information.service.gov.uk/document/0yJZ3uSU87HTyzwB6yc54UCgQJ7m-QPenrrRRSu6jmo
11914662,True,https://document-api.company-information.service.gov.uk/document/52mm0EZ2Y-Ty2tiwG2_-0Y7vChlv5htJlkjSdtShGm8
13016849,False,https://document-api.company-information.service.gov.uk/document/bcdsGA8Vb9DMEOwtYoQ7XaT2qu0tby4A8u1HBIC7KiU
07729236,False,https://document-api.company-information.service.gov.uk/document/cOySW0g2dPLNb3BDOxBqqyH-VEfwFWqmPESg1clLZSw
06024918,True,https://document-api.company-information.service.gov.uk/document/OMw1EuAfkX24KC0h1l9JzN1CUGIUXu0qYkLRqI4Prho
04104101,True,https://document-api.company-information.service.gov.uk/document/OEDTqqrPRmfWolfilu85hh1zRtRGpaibfgs2RseiZ0I
13793932,False,https://document-api.company-information.service.gov.uk/document/Fx9RIsFO6dLbFwn5iqVQCYFPWlDY_0gsiUl5IvD3gP8
OC448781,True,https://document-api.company-information.service.gov.uk/document/-6p0_D6omlXr390wbWnDfyc97xtdcQm7Yee8gS5wFKE
02149608,False,https://document-api.company-information.service.gov.uk/document/jpnLDhAgNiMIbgecyYvtmCf0BMzjH6NDEMYUDG_Bjy8
11506032,False,https://document-api.company-information.service.gov.uk/document/f_tWx6ojBE5fXouoPiFzxL-nskDNP7yTJROBG4yMhcM
03945289,False,https://document-api.company-information.service.gov.uk/document/z01hxhrgQb7wQKGH5hNrAXWiv17b91g9NlYiPXwigNQ
02462697,True,https://document-api.company-information.service.gov.uk/document/07j8AX_lJ7LVlfJdUl1Fj2aoHKBEAsygrxugyo0BrrI
07039525,False,https://document-api.company-information.service.gov.uk/document/Q42iNj3GISUUFocNAkWZrx36Wol9iAaXKJ7CzH6sxTA
10980587,True,https://document-api.company-information.service.gov.uk/document/oJn0kbdFUqP2Vk84V0-tpfo25VROmTDLeuMpD6xL6J8
06727055,True,https://document-api.company-information.service.gov.uk/document/dg44l7XS0zy31cLoJJF8db4gbSxUqAJ_r5FUP82RJg0
14094848,False,https://document-api.company-information.service.gov.uk/document/lNZMywsxJs3-DjAgk3hEM3OSHtwVZ3RB4Vs9oAlBh5U
10114648,False,https://document-api.company-information.service.gov.uk/document/FBc2uxf9mdCx4i2KHrZBoHGJq_HOi9OWNkr-4zqMEbA
OC332867,True,https://document-api.company-information.service.gov.uk/document/vBjFm3DvLhZdpFcww6XMEwUMUUo9ZDeueZI1FNWb2v4
10525159,True,https://document-api.company-information.service.gov.uk/document/9ZBn8-NnKMH-GqNQPy2RKEqUnNGiR8b1AOpFpwbIr1c
SC344474,True,https://document-api.company-information.service.gov.uk/document/n7CsH4albfM5w2l9N6cM3Itr5PIMfJ3A5iP8iJ5__pU
11178520,True,https://document-api.company-information.service.gov.uk/document/t6Cv6M3iiXLmAStu2B8GkMIIRZWBpHRPpcC0qAS54H8
09461751,True,https://document-api.company-information.service.gov.uk/document/p3jHgjd_-LhpmhsTRzZI4IkQEfJln7h7UrbGjR0YO6E
09364401,True,https://document-api.company-information.service.gov.uk/document/TvOmud-wCSSHtjXF_mpOOZG-cCHK3RbIHbNMzNZxg1E
11577636,True,https://document-api.company-information.service.gov.uk/document/YHDs7XMYAmQbvEAXzRFDmFvyM-5582uhRB_PF3Fr7fk
11880370,True,https://document-api.company-information.service.gov.uk/document/a0QXqXby7Zte6NqfAmGtWrP52ELTOIQ7bjyePuvZOeg
03713113,False,https://document-api.company-information.service.gov.uk/document/KmZMPC1FRxB-R2_jGh5D4BsAEh7zGOwLePfCjMQffeM
04618039,True,https://document-api.company-information.service.gov.uk/document/CZ-6YTJdo3zQXAXM6Njx4_yZHME37Pb55LZu1dDv8ws
12912411,True,https://document-api.company-information.service.gov.uk/document/eP2web5lS9RQ5f6XfZpEpGCfVvkjgvzDhMVs6SnEnvA
07296567,False,https://document-api.company-information.service.gov.uk/document/rES_5QAYWXaoy3lHRnyLn7LAONQRnIC99c8xLcUCxJk
03602651,True,https://document-api.company-information.service.gov.uk/document/HLopQcz7zHU4jFCQIwcXCWVHbJl7khf7INZRwT-dOTo
03401322,True,https://document-api.company-information.service.gov.uk/document/IG31Bz9w6_7syZsjNP64cfi4pveloPYk-u_NpGtbTUo
08892086,False,https://document-api.company-information.service.gov.uk/document/t1HMGuAv4dBzis60a0JG2uuv2CNLCeY2dXLJWGIyOUY
12898972,True,https://document-api.company-information.service.gov.uk/document/xksmWeReHZE21mNXEx-Wm83otVacG_HCCUaid2ZEeUw
12724830,True,https://document-api.company-information.service.gov.uk/document/2nt6jxhAxl0qkxAEJ1j0274nF8Ypfj2Gm_xsSSQQz2g
02781951,False,https://document-api.company-information.service.gov.uk/document/WLmbM3O_ATpAP750WyRv7-jgW39d9ygF9yPEAtDFG_4
10021103,True,https://document-api.company-information.service.gov.uk/document/E1hcTxYFTJUq6EtE2a43G7b4f4A1mFKL5tyPkhyWh2A
09481775,True,https://document-api.company-information.service.gov.uk/document/7_ByYEmnGBCKNGeD3fNjWilipoAK2cBmIrzc9Cffw9c
10581378,True,https://document-api.company-information.service.gov.uk/document/tgPWbfg_12QEGAtkdtpLegy2rwY_42aHbUCQsnHRGt4
02566586,True,https://document-api.company-information.service.gov.uk/document/dOGYwreQU3sMqtqYGAfL46sqsS2oHHOu5UEawxOuGBs
12487333,True,https://document-api.company-information.service.gov.uk/document/twEEgxJCtHYA8EsVPlriLb0QZNLw7H7kRfdOFZNx_GI
06890293,False,https://document-api.company-information.service.gov.uk/document/A916c-IynLBZqOIv8um6aWSzLKqAEKMMy20b6u_mh60
11013066,True,https://document-api.company-information.service.gov.uk/document/-rBEPySRda4Jx6JXh1vBA58X3mN_TqB4FLYuvjGkSsM
12550881,True,https://document-api.company-information.service.gov.uk/document/HfsmUh8up2Dze3rYlsiy_4qHSAw_qBXaZFwb1mYAzQ4
04785688,True,https://document-api.company-information.service.gov.uk/document/uLEw5bBfrdgvHl_iMocu2KBIwuj7k28j-V2UMrix7dU
05429800,True,https://document-api.company-information.service.gov.uk/document/0OiLKZ2s6OcgVSsv86FvN_JUwjbblg2w2A5W77mFaHQ
04254989,False,https://document-api.company-information.service.gov.uk/document/HdeR5YAWyUSgl4nPVb821T4hwtIVyXCo7xPKec1T61E
07799152,True,https://document-api.company-information.service.gov.uk/document/ml7raqPfRD07vtGkgeWeB5GP0G-gnIyuDlPCVj-xAtE
09805613,False,https://document-api.company-information.service.gov.uk/document/LpTvu55nPW4qIHGp49QyToU_G_eNILh_LgIT-ZU7nW8
03445248,False,https://document-api.company-information.service.gov.uk/document/szPeMRUAQrDUjwwaTD2WZlO3iWnwhjUxM2Mz73OzRB4
08289461,True,https://document-api.company-information.service.gov.uk/document/mV4mlZ2wrJJRhF-aG1SDPucTSoWx0sygZiJZUsehjvc
06252002,False,https://document-api.company-information.service.gov.uk/document/McCOkTyytutfVAVsIz8J06NllWAEsoafSiPk3wazKfY
03702599,False,https://document-api.company-information.service.gov.uk/document/b6FazPv-mYCucRFVYsJGc--moortfyJwc1NXKy68xXk
07082485,False,https://document-api.company-information.service.gov.uk/document/T_hSK7u-pG5CUUTkbW1TImtzeRBrF0hSEjjclxBPNCA
05424738,True,https://document-api.company-information.service.gov.uk/document/-qKZ8baLWWc0EimVbNZ3Cw2SOCv4dWsDjAetloucoV4
10851721,False,https://document-api.company-information.service.gov.uk/document/Wf7H36N86Z0U4mvuaf_Z2YY0CtU0jAEwyjeov1lEcCk
05280362,False,https://document-api.company-information.service.gov.uk/document/1ELjjbhPJrEIouYmm6QoLL84eYURJTW5lvAXtDw5n_c
05159794,False,https://document-api.company-information.service.gov.uk/document/uhn8orC5z-_rcEOS9qMSPiu2WfiARBmGQ8V_83yzJr0
08603263,False,https://document-api.company-information.service.gov.uk/document/GrWpnJdfOjW-R9JuG8aSs1pVTvNTo2dXS6se4C_72gA
03462263,False,https://document-api.company-information.service.gov.uk/document/7wEcvyfwHnDKxaBLVmHmxWZWHraN4Wa_NIFoUSVba1c
03736942,False,https://document-api.company-information.service.gov.uk/document/Rqb7_VdB-QpmI3sb7y4mAT_UI7RV8KvUKF3je_n_6q4
05525825,True,https://document-api.company-information.service.gov.uk/document/_k1thQo-tRIcO8u5Wbyi0nOlQ7wo3JQDg0SKl-AEUI0
OC416752,True,https://document-api.company-information.service.gov.uk/document/GUJp4PCxTVSL35s16_A1ZbaXvjhJLrR-FZjoLVyHtIo
11523489,True,https://document-api.company-information.service.gov.uk/document/COh3CpoJkv8LbgSHIE1xydD3BQ8CPxlwj7EhJtC1Pgs
11530370,True,https://document-api.company-information.service.gov.uk/document/7o2vLx-hmx9m50NLOKHdv_ejs6oDif80Qi2GbSqrNLA
11649336,True,https://document-api.company-information.service.gov.uk/document/p4yZcGs93TR0HbZ_16FvEiIcG413k9oHVUAKAjWPpCI
10538723,True,https://document-api.company-information.service.gov.uk/document/qaCTW7tI0v0WN6t0qC5EefMMaGYKzoNfxjnRs2-M0QE
11574887,True,https://document-api.company-information.service.gov.uk/document/WieqgrQhjCPOXs3NQ0HjjuMoLEx3HTHKZ5V882Ze434
SO305141,True,https://document-api.company-information.service.gov.uk/document/sNkwUQzVAI_Bhjwe2CJwuJdqm1kWdTNF5KTp_Tnovgo
09536729,True,https://document-api.company-information.service.gov.uk/document/mQ6UXYkb4cf6YSYZjhQCN8_4UyHdY50Zt991ikjRk8k
11732772,True,https://document-api.company-information.service.gov.uk/document/yuqyReaCSmIssOWCco41dcnCxBWicCq98krRM1fqv4M
11523343,True,https://document-api.company-information.service.gov.uk/document/3FyxBD_ttb_QWwvj0X6wdJuxhOpXu_KQ6HfwmrFYITI
03619486,True,https://document-api.company-information.service.gov.uk/document/eVPgjiMbAJAQ5y4aaHfLJtNyQBOdKzuVHtO8Tl4JJIw
SC447972,False,https://document-api.company-information.service.gov.uk/document/JFK0FZNIAd67AWO2FYOpmqlsYUWYTHpLyPRYpncZJ_4
09802304,True,https://document-api.company-information.service.gov.uk/document/KEZp5KxhlTTOwiSLH_3BjhJQPd8-M8CgcmSzSaU9GuA
11527237,True,https://document-api.company-information.service.gov.uk/document/5Nubh15ypsWjSJ2_ZopBRLVmeATVUPk0SYtYAQkQDOk
11523621,True,https://document-api.company-information.service.gov.uk/document/8_nCDPjx5sMV1CDMx1TwQUDPHik-hdoIedaGcjumMok
11531532,True,https://document-api.company-information.service.gov.uk/document/A-2HYJVxhisYIu_efVFy5ANF6BOES3Of7so9gIiQoAw
11527303,True,https://document-api.company-information.service.gov.uk/document/cKsOFNRGOYAzCo3nuIUJT3RraVn5A_ophzRrk74xC5U
11646302,True,https://document-api.company-information.service.gov.uk/document/GxRAi6TOw9Us-j7i9beH6SlItUKOm03i7vfWDWVzrqk
11641123,True,https://document-api.company-information.service.gov.uk/document/jY4guW5cj-cLA10Mh6W5JndAoQwo6_aiC0IC4tRszEI
11687077,True,https://document-api.company-information.service.gov.uk/document/ntoWUorD87ba-BCkKU8uyWktmo0YHaIfXJreWdb3iJw
11730503,True,https://document-api.company-information.service.gov.uk/document/al59HKtvGoJ2gsEBELr_LX9493LSh8Xb3oyE_TuivFI
11523748,True,https://document-api.company-information.service.gov.uk/document/myPUcOr98uEHhkWWo2FHsG2s2Cip_mQzwkrosv4eAoU
11674753,True,https://document-api.company-information.service.gov.uk/document/uxqRop2bU0pmV0-SwTfy2c0pffncO3RfotY5N_J6qyo
11527382,True,https://document-api.company-information.service.gov.uk/document/dHBplRj9P9zfBRZ5BUjkAjvaFX0Q3-hMpCDcoCeJpGU
11526182,True,https://document-api.company-information.service.gov.uk/document/KKnD2b_M3XYKZsieYlzmOZ8TACrYnTgOryQLHfrrUH4
10734827,False,https://document-api.company-information.service.gov.uk/document/xhQGEVpr8q6KJnu20mqrVEWPjEKyYOVnHRctgX66JNQ
08235525,True,https://document-api.company-information.service.gov.uk/document/pzHvH7pYADKsGtBAXZMtnplfkSfZpG3VDfvmURiAEMk
SC312227,True,https://document-api.company-information.service.gov.uk/document/Oe9KNgM92vJaaawTWZzrpC7rIYAzXhAMSxUstQlKUL4
SC312229,True,https://document-api.company-information.service.gov.uk/document/Dg93sdrrjlwGgDsidmuhlGlANXMaYt2Zr-dCyxdRHao
SC312228,True,https://document-api.company-information.service.gov.uk/document/CEZ5msFJlDLIy95oRmhMY6uK7qXwv6FigM77IUDrFNI
SC312214,True,https://document-api.company-information.service.gov.uk/document/ZZleT5LOy2mkxvgr_vBlpwcGduzw0P9_d0WWrB2x-6w
07243935,True,https://document-api.company-information.service.gov.uk/document/cqNZ8A5j_binycVhXa1wQHgLpGaN8eYgVQbJS58eK0k
06577466,False,https://document-api.company-information.service.gov.uk/document/Qim7Aih0iuek1mrpeuFXL_vvbfGE97qHJeeAl5lLJFM
08465780,True,https://document-api.company-information.service.gov.uk/document/iQnoyTlN4mEFKq-Kc7xGSX-Nmea49OknoQ95QXhlMAw
07912927,True,https://document-api.company-information.service.gov.uk/document/cTKV4zmASWQZdP5VDGn4roHYZ2CfPJfi6chbEkOgXKA
08704513,True,https://document-api.company-information.service.gov.uk/document/8Jm_515s9owGnO8hBnbj16nnWeNDJqtzd8RHlWO9rIk
02953826,True,https://document-api.company-information.service.gov.uk/document/5TOc_VIBJcWk-u59JECGTRXxvWD_4OzpIGJJKXVNa04
02438510,True,https://document-api.company-information.service.gov.uk/document/N3CINH_TSRgBOu3iX7jvEW4HpUDBmpfKGBmtYtiR7HA
09411165,True,https://document-api.company-information.service.gov.uk/document/cht9nPXNCNqcz0pJfVCqkQaSJZ4QCy2aXyDJl9DjK44
09398335,True,https://document-api.company-information.service.gov.uk/document/z_fgIe8Qeyru91GDI0sxFY75dBxjwn10kr09SE68vjs
14075518,True,https://document-api.company-information.service.gov.uk/document/fiKZZAXj-cdxihdiK_kIbLA711lSps46sQ070SSmMsg
09060286,True,https://document-api.company-information.service.gov.uk/document/PoDUTv8QtEwWvYfAB2KzEc3YKVd28fEk-SIsmYt2hIk
10966231,True,https://document-api.company-information.service.gov.uk/document/mifLEFMicHhxdsYOtb06MA0m59KtwfQKWBzOmPv5SEI
09662167,True,https://document-api.company-information.service.gov.uk/document/ZyWKbtrauzpix9oUqpkEKmqnpLFv7RjiZW-j_nzi2n8
08014079,True,https://document-api.company-information.service.gov.uk/document/CAfI6yrA5sgVMZJxwXzAJDBSl7SFFvg3spZddHtQvvg
09180152,True,https://document-api.company-information.service.gov.uk/document/JFPqwIzo0UmmistQp0yCkEfVnmNuoECBtI0bZUluJW0
12099845,True,https://document-api.company-information.service.gov.uk/document/cuSXMsxn_WYzKR1C82WYQhKM3olbHBSKYZOQm22fWuM
03974936,True,https://document-api.company-information.service.gov.uk/document/9v9vaePRZExV59dSBuFeTy4O9foFqj75JEfJfRec9bM
SC470528,False,https://document-api.company-information.service.gov.uk/document/In_CmZCegTYBOrXkpt1IAAZdQ-glh2UmoiZnwNQAoNw
04576941,False,https://document-api.company-information.service.gov.uk/document/2pjjiyeuPvLh3xknAwBBkHVYsWd0G4pu6uTGdQ8FkwI
10989560,True,https://document-api.company-information.service.gov.uk/document/mbITrrIOKk0VFtuVPWkQHX3bDtGZighoC0uU5-tJxao
07559639,False,https://document-api.company-information.service.gov.uk/document/AFwibXp2Z3PAn2nBMrdxdoSNicckB3Ai4SU7xQoQkAY
06870873,False,https://document-api.company-information.service.gov.uk/document/PM9qYhcK8h8sBVOkPmMkhZplLu_bgAFf7kgeOR1LIZU
03922968,True,https://document-api.company-information.service.gov.uk/document/n0HYYFfLvTv7DzmevrlVc-Sqh97D3t37x63KpfzvmW4
12075082,True,https://document-api.company-information.service.gov.uk/document/psC684xrsBi1a1B3c1frMzkHWBXxFJipAtjUuDeinAM
10965989,True,https://document-api.company-information.service.gov.uk/document/NrbxrH_W36uqKq5hbATL-2z5Cq0o7jJY91lRlu4WELs
12932121,True,https://document-api.company-information.service.gov.uk/document/3rWriSXvEzEBQ_Zl09O6_KGn2DmGRwOHdf2LRl4pn2U
11680733,True,https://document-api.company-information.service.gov.uk/document/EMecr8IVqGjAC5TUZFRcQFsuibL3QUeFUc9HNgZT4Do
11773466,True,https://document-api.company-information.service.gov.uk/document/psVP8sB6Ah2zFjwsPkse-dC9g2yMNdPcTA0qDG-4kro
13030435,True,https://document-api.company-information.service.gov.uk/document/dAKbG4mLsN8kvQ30_yuVpnxUzy87FAhBmHiXIfQzMLQ
09038768,True,https://document-api.company-information.service.gov.uk/document/2EZk0V4bZr-aQlOvCz7tD28R3Gy6bEOZeOf78jXiHuY
09039343,True,https://document-api.company-information.service.gov.uk/document/r17YpEy8BFbDMT54gXz6UUtYMgS83DhEmSR1hBATl7g
12825721,True,https://document-api.company-information.service.gov.uk/document/aRhEQwQbLnxLAjeF9CRaIUNM71wsqeWF1s3M67ximZU
12930954,True,https://document-api.company-information.service.gov.uk/document/yVVALXeZWTkp1_WGf-19LHwX52exc9zTB16vbPdNybc
12822564,True,https://document-api.company-information.service.gov.uk/document/_z4terMU75Mq8scbUpt4aWdqjjTMXr81VvUVB9w6U78
12823510,True,https://document-api.company-information.service.gov.uk/document/Xo2cdvaSX_77zLYS6cc8Sbqb91wIZAyugKoMTcCLVjk
12930944,True,https://document-api.company-information.service.gov.uk/document/qdHvseL8Aq7JcI3Vt1d48Jp6byRSKVrlwuXsy6RWcM0
09039023,True,https://document-api.company-information.service.gov.uk/document/ZV7Nj8LdN_TM6BBWq4oHI-WQvBNvrBxoOvDFtCJUfKo
12930838,True,https://document-api.company-information.service.gov.uk/document/C9HqGn6CpEpmf3X82aDM52yPqPWEd1jzs-lyFtwY6vI
NI672035,True,https://document-api.company-information.service.gov.uk/document/ZnqJYEAQ7SBdV57i0zhkZFjiOstQ3SC9d64RjpsCXQM
12825569,True,https://document-api.company-information.service.gov.uk/document/m-h_7g_yk9cJnRe4tfVZN-TTWd9EmFQo8-CtDxqn_Sg
12930743,True,https://document-api.company-information.service.gov.uk/document/uP-Pv7RCep0m24yMPW_t3hHM0IuR7SxA-YCtJ2xILlQ
12821058,True,https://document-api.company-information.service.gov.uk/document/lb14NCks_9CmZSq1hxDkk7hTAtEVE2WwkoUzaEqAtQ4
09038839,True,https://document-api.company-information.service.gov.uk/document/fA1I6UZaVjujjEdZnuQWy0cbDXYGUbf4ziKpQiIzqhE
13030364,True,https://document-api.company-information.service.gov.uk/document/dZz5ap99xFV454EmgT8aE5p0TVUWm35waWOUlx51xdY
NI672034,True,https://document-api.company-information.service.gov.uk/document/nj6iyq8b_aYJOxLQsEb9O4sVtlHum05pc3QWjmVWYPs
12823926,True,https://document-api.company-information.service.gov.uk/document/qrub7LQ20CL_9g2_dFMAsKkm3i3w8JbF0ZwsOPgHfXA
12823986,True,https://document-api.company-information.service.gov.uk/document/jlSM95K35m_QoNJXcb5IXu4Smkqx5virGnZnwijTnKY
12820585,True,https://document-api.company-information.service.gov.uk/document/u5kaTm1tWtRwC1pamsQ_w0RDBbLXkyWlANj2bDonedc
12332456,True,https://document-api.company-information.service.gov.uk/document/aqM_E11yczRtwNNMbsPjTp4dGOJdpr_j-BSt6t89giI
